DC.WT,3/4/2019,$329.89 ,$346.60 ,$300.05 ,$376.44 
ARG,3/4/2019,$555.08 ,$588.06 ,$511.13 ,$632.02 
MSFT,3/2/2019,$589.89 ,$620.81 ,$541.08 ,$669.62 
TSLA,3/2/2019,$446.12 ,$452.11 ,$409.53 ,$488.71 
BELL,3/4/2019,$586.86 ,$614.12 ,$580.63 ,$620.34 
ROG,2/28/2019,$90.72 ,$117.37 ,$65.37 ,$142.71 
ARG,3/2/2019,$229.97 ,$268.99 ,$205.91 ,$293.04 
RBC,3/3/2019,$687.03 ,$703.59 ,$677.14 ,$713.48 
DC.WT,3/2/2019,$923.74 ,$941.26 ,$888.82 ,$976.17 
TSLA,3/4/2019,$966.14 ,$989.50 ,$916.43 ,"$1,039.21 "
L.PR.B,2/28/2019,$368.22 ,$370.72 ,$353.77 ,$385.17 
RBC,3/2/2019,$468.54 ,$512.05 ,$441.24 ,$539.35 
L.PR.B,3/2/2019,$293.62 ,$338.56 ,$257.05 ,$375.13 
GOOG,3/3/2019,$240.95 ,$270.41 ,$231.59 ,$279.78 
TSLA,3/4/2019,$93.95 ,$143.37 ,$72.65 ,$164.67 
ROG,3/3/2019,$777.29 ,$792.87 ,$754.88 ,$815.28 
ROG,2/28/2019,$842.74 ,$881.95 ,$796.87 ,$927.82 
L.PR.B,3/3/2019,$324.23 ,$349.16 ,$285.19 ,$388.21 
DC.WT,2/28/2019,$225.32 ,$273.27 ,$220.04 ,$278.55 
ARG,3/1/2019,$655.55 ,$657.91 ,$617.11 ,$696.34 
RBC,3/4/2019,$140.91 ,$183.55 ,$101.11 ,$223.34 
L.PR.B,3/4/2019,$428.29 ,$466.27 ,$417.77 ,$476.80 
BELL,3/1/2019,$921.05 ,$953.75 ,$874.22 ,"$1,000.57 "
DC.WT,3/3/2019,$383.65 ,$393.68 ,$350.91 ,$426.41 
DC.WT,3/2/2019,$245.22 ,$248.19 ,$238.74 ,$254.68 
ARG,3/4/2019,$533.20 ,$545.46 ,$495.31 ,$583.35 
TSLA,2/28/2019,$169.50 ,$187.13 ,$121.30 ,$235.33 
MSFT,2/28/2019,$214.60 ,$241.39 ,$214.56 ,$241.43 
MSFT,2/28/2019,$221.17 ,$256.46 ,$215.77 ,$261.86 
MSFT,3/1/2019,$157.59 ,$191.47 ,$141.78 ,$207.28 
LYD,3/4/2019,$90.33 ,$117.23 ,$66.86 ,$140.70 
RBC,2/28/2019,$803.98 ,$824.83 ,$754.65 ,$874.16 
BELL,3/1/2019,$24.70 ,$62.95 ,($7.83),$95.47 
ARG,3/2/2019,$755.32 ,$773.44 ,$750.66 ,$778.10 
ARG,3/1/2019,$492.47 ,$537.56 ,$447.03 ,$583.00 
RBC,2/28/2019,$152.83 ,$197.73 ,$119.28 ,$231.28 
DC.WT,3/3/2019,$740.61 ,$746.46 ,$715.53 ,$771.54 
BELL,3/1/2019,$406.59 ,$437.87 ,$391.71 ,$452.74 
TSLA,3/2/2019,$960.23 ,$974.70 ,$956.76 ,$978.16 
ARG,3/3/2019,$695.85 ,$698.37 ,$687.30 ,$706.92 
ROG,3/3/2019,$131.47 ,$144.04 ,$111.83 ,$163.69 
ROG,2/28/2019,$30.24 ,$44.44 ,$17.91 ,$56.77 
L.PR.B,2/28/2019,$456.24 ,$499.59 ,$446.94 ,$508.89 
DC.WT,3/2/2019,$901.98 ,$937.57 ,$873.64 ,$965.91 
LYD,3/4/2019,$160.53 ,$167.21 ,$138.74 ,$188.99 
ROG,3/1/2019,$415.34 ,$459.53 ,$366.55 ,$508.32 
GOOG,3/2/2019,$21.18 ,$58.65 ,($15.41),$95.24 
DC.WT,3/3/2019,$977.17 ,"$1,000.55 ",$944.20 ,"$1,033.52 "
TSLA,3/4/2019,$135.36 ,$177.52 ,$107.66 ,$205.22 
TSLA,3/1/2019,$84.93 ,$108.84 ,$41.06 ,$152.72 
TSLA,3/3/2019,$917.03 ,$932.56 ,$888.50 ,$961.09 
ARG,2/28/2019,$762.46 ,$768.92 ,$737.08 ,$794.30 
DC.WT,3/2/2019,$265.74 ,$295.81 ,$216.25 ,$345.29 
RBC,3/4/2019,$578.48 ,$620.97 ,$548.54 ,$650.91 
MSFT,3/2/2019,$944.94 ,$964.40 ,$906.91 ,"$1,002.43 "
TSLA,3/3/2019,$481.49 ,$502.70 ,$474.37 ,$509.82 
LYD,2/28/2019,$445.97 ,$465.42 ,$422.35 ,$489.04 
L.PR.B,3/4/2019,$202.76 ,$208.87 ,$178.34 ,$233.30 
DC.WT,3/1/2019,$720.59 ,$755.41 ,$716.66 ,$759.33 
DC.WT,3/2/2019,$506.52 ,$540.58 ,$485.54 ,$561.56 
LYD,3/1/2019,$649.89 ,$674.84 ,$623.02 ,$701.70 
DC.WT,2/28/2019,$209.08 ,$235.26 ,$189.38 ,$254.97 
GOOG,3/2/2019,$973.16 ,"$1,012.20 ",$956.47 ,"$1,028.90 "
LYD,3/3/2019,$125.00 ,$130.03 ,$121.52 ,$133.50 
RBC,3/2/2019,$223.12 ,$243.97 ,$210.17 ,$256.92 
BELL,3/2/2019,$906.95 ,$929.64 ,$903.38 ,$933.21 
ROG,3/2/2019,$763.25 ,$774.47 ,$756.11 ,$781.60 
L.PR.B,3/4/2019,$830.07 ,$879.60 ,$809.82 ,$899.85 
BELL,2/28/2019,$12.33 ,$12.59 ,($14.88),$39.80 
TSLA,2/28/2019,$56.78 ,$68.01 ,$22.98 ,$101.81 
BELL,2/28/2019,$911.71 ,$923.13 ,$890.48 ,$944.36 
MSFT,3/3/2019,$313.62 ,$343.38 ,$309.81 ,$347.19 
BELL,3/4/2019,$468.89 ,$507.97 ,$439.75 ,$537.11 
BELL,3/3/2019,$837.93 ,$845.82 ,$802.32 ,$881.43 
DC.WT,3/3/2019,$61.40 ,$84.54 ,$49.82 ,$96.13 
ROG,3/3/2019,$940.43 ,$983.92 ,$906.69 ,"$1,017.66 "
RBC,3/4/2019,$650.73 ,$658.84 ,$601.86 ,$707.71 
BELL,3/3/2019,$655.96 ,$691.37 ,$616.11 ,$731.23 
GOOG,3/4/2019,$75.51 ,$124.00 ,$41.76 ,$157.74 
TSLA,3/3/2019,$907.43 ,$932.04 ,$864.44 ,$975.03 
RBC,3/3/2019,$986.41 ,"$1,004.14 ",$952.20 ,"$1,038.35 "
RBC,3/2/2019,$731.97 ,$768.92 ,$730.74 ,$770.16 
RBC,3/2/2019,$228.88 ,$270.44 ,$222.37 ,$276.95 
MSFT,3/2/2019,$382.36 ,$402.58 ,$338.40 ,$446.54 
LYD,3/4/2019,$913.83 ,$946.36 ,$873.90 ,$986.30 
MSFT,3/4/2019,$12.33 ,$35.92 ,$3.69 ,$44.56 
TSLA,3/4/2019,$919.96 ,$940.41 ,$873.93 ,$986.44 
DC.WT,2/28/2019,$393.25 ,$442.58 ,$371.43 ,$464.40 
DC.WT,3/3/2019,$548.12 ,$582.28 ,$530.98 ,$599.43 
LYD,2/28/2019,$789.33 ,$838.17 ,$768.84 ,$858.66 
RBC,2/28/2019,$590.38 ,$635.42 ,$553.30 ,$672.50 
LYD,3/4/2019,$245.93 ,$246.89 ,$243.78 ,$249.04 
RBC,2/28/2019,$956.65 ,$983.62 ,$951.21 ,$989.06 
ARG,3/1/2019,$808.52 ,$855.38 ,$760.89 ,$903.02 
LYD,3/1/2019,$328.23 ,$349.19 ,$306.01 ,$371.41 
ARG,3/3/2019,$903.29 ,$916.25 ,$882.71 ,$936.84 
RBC,3/4/2019,$300.51 ,$323.60 ,$262.94 ,$361.18 
DC.WT,3/1/2019,$107.20 ,$119.63 ,$63.77 ,$163.06 
L.PR.B,2/28/2019,$117.67 ,$130.26 ,$94.54 ,$153.38 
GOOG,2/28/2019,$834.70 ,$872.28 ,$812.13 ,$894.85 
ARG,3/2/2019,$885.38 ,$892.19 ,$865.37 ,$912.20 
DC.WT,2/28/2019,$3.11 ,$37.36 ,($33.93),$74.39 
MSFT,3/3/2019,$502.39 ,$549.62 ,$499.24 ,$552.77 
TSLA,3/1/2019,$620.23 ,$635.84 ,$609.17 ,$646.90 
DC.WT,3/4/2019,$195.29 ,$242.38 ,$173.96 ,$263.71 
ARG,3/4/2019,$648.36 ,$671.50 ,$599.99 ,$719.86 
DC.WT,3/4/2019,$489.57 ,$510.02 ,$455.46 ,$544.14 
L.PR.B,3/3/2019,$404.61 ,$431.20 ,$367.43 ,$468.37 
LYD,3/3/2019,$906.09 ,$936.35 ,$899.43 ,$943.00 
LYD,3/4/2019,$574.50 ,$622.11 ,$563.82 ,$632.79 
GOOG,3/3/2019,$291.40 ,$302.77 ,$255.80 ,$338.38 
L.PR.B,3/1/2019,$602.20 ,$618.50 ,$599.54 ,$621.17 
ROG,3/1/2019,$887.38 ,$918.78 ,$838.19 ,$967.97 
ROG,3/1/2019,$947.20 ,$988.49 ,$933.93 ,"$1,001.76 "
L.PR.B,3/2/2019,$669.37 ,$692.60 ,$661.87 ,$700.10 
TSLA,3/3/2019,$874.71 ,$902.27 ,$874.67 ,$902.30 
MSFT,3/3/2019,$356.14 ,$404.97 ,$355.28 ,$405.83 
ARG,3/2/2019,$902.69 ,$924.31 ,$895.50 ,$931.51 
LYD,3/3/2019,$435.79 ,$475.15 ,$397.91 ,$513.03 
MSFT,3/2/2019,$87.52 ,$108.04 ,$77.42 ,$118.15 
BELL,2/28/2019,$630.09 ,$658.43 ,$625.00 ,$663.52 
L.PR.B,3/1/2019,$354.78 ,$390.42 ,$353.23 ,$391.97 
L.PR.B,3/3/2019,$890.73 ,$906.11 ,$875.42 ,$921.42 
BELL,2/28/2019,$297.30 ,$308.96 ,$277.64 ,$328.62 
ROG,2/28/2019,$990.30 ,"$1,023.22 ",$960.12 ,"$1,053.40 "
ARG,3/3/2019,$795.94 ,$837.07 ,$791.23 ,$841.77 
ROG,3/4/2019,$530.26 ,$544.11 ,$503.33 ,$571.04 
ARG,3/1/2019,$179.34 ,$198.37 ,$176.66 ,$201.04 
ARG,3/4/2019,$316.61 ,$365.05 ,$306.37 ,$375.28 
LYD,3/4/2019,$851.31 ,$875.63 ,$818.58 ,$908.37 
ARG,3/3/2019,$292.97 ,$311.67 ,$280.21 ,$324.43 
GOOG,3/1/2019,$558.37 ,$571.99 ,$522.98 ,$607.38 
BELL,3/2/2019,$933.05 ,$945.33 ,$917.56 ,$960.82 
TSLA,3/2/2019,$772.07 ,$784.42 ,$761.80 ,$794.70 
MSFT,3/2/2019,$397.11 ,$429.02 ,$372.27 ,$453.86 
TSLA,3/4/2019,$50.59 ,$84.60 ,$12.45 ,$122.74 
ROG,3/3/2019,$995.81 ,"$1,004.94 ",$967.57 ,"$1,033.18 "
BELL,3/3/2019,$924.77 ,$956.80 ,$884.18 ,$997.39 
L.PR.B,2/28/2019,$538.88 ,$555.10 ,$495.26 ,$598.73 
L.PR.B,3/2/2019,$967.62 ,$995.20 ,$951.32 ,"$1,011.50 "
TSLA,3/4/2019,$214.97 ,$229.26 ,$203.22 ,$241.01 
LYD,3/2/2019,$756.73 ,$774.92 ,$745.14 ,$786.50 
ROG,2/28/2019,$217.53 ,$238.07 ,$177.97 ,$277.63 
RBC,2/28/2019,$560.85 ,$603.45 ,$546.16 ,$618.15 
MSFT,3/2/2019,$130.98 ,$169.87 ,$90.97 ,$209.88 
BELL,3/3/2019,$858.28 ,$878.28 ,$825.55 ,$911.01 
MSFT,3/1/2019,$442.76 ,$478.82 ,$406.50 ,$515.09 
ROG,3/4/2019,$602.43 ,$633.92 ,$600.02 ,$636.34 
BELL,2/28/2019,$64.45 ,$107.04 ,$40.69 ,$130.80 
TSLA,2/28/2019,$669.41 ,$711.12 ,$624.38 ,$756.15 
DC.WT,3/2/2019,$974.72 ,$987.29 ,$947.51 ,"$1,014.49 "
TSLA,3/3/2019,$278.22 ,$312.29 ,$231.95 ,$358.56 
LYD,3/3/2019,$319.50 ,$321.17 ,$306.50 ,$334.17 
ARG,2/28/2019,$558.19 ,$605.94 ,$557.50 ,$606.63 
ROG,3/4/2019,$866.65 ,$876.61 ,$853.17 ,$890.09 
BELL,2/28/2019,$497.61 ,$509.99 ,$460.56 ,$547.03 
BELL,3/1/2019,$322.71 ,$325.88 ,$312.68 ,$335.91 
RBC,3/4/2019,$316.18 ,$321.88 ,$271.09 ,$366.97 
LYD,3/1/2019,$239.01 ,$268.29 ,$226.67 ,$280.63 
GOOG,2/28/2019,$707.67 ,$735.20 ,$660.15 ,$782.71 
RBC,3/1/2019,$154.09 ,$177.65 ,$118.61 ,$213.14 
BELL,2/28/2019,$374.56 ,$406.77 ,$339.87 ,$441.45 
L.PR.B,3/3/2019,$965.62 ,$966.23 ,$923.36 ,"$1,008.50 "
GOOG,2/28/2019,$357.93 ,$391.00 ,$350.32 ,$398.61 
TSLA,3/1/2019,$763.58 ,$784.75 ,$759.94 ,$788.40 
TSLA,3/1/2019,$477.44 ,$507.16 ,$439.00 ,$545.60 
DC.WT,3/2/2019,$94.09 ,$120.18 ,$51.17 ,$163.10 
LYD,3/4/2019,$243.98 ,$282.16 ,$212.82 ,$313.31 
MSFT,3/1/2019,$562.95 ,$565.42 ,$532.17 ,$596.20 
RBC,2/28/2019,$886.90 ,$914.29 ,$839.67 ,$961.51 
BELL,3/3/2019,$830.67 ,$851.90 ,$798.19 ,$884.38 
L.PR.B,3/3/2019,$913.01 ,$920.14 ,$872.07 ,$961.08 
RBC,3/1/2019,$860.62 ,$875.13 ,$819.44 ,$916.30 
L.PR.B,3/3/2019,$158.15 ,$195.60 ,$110.52 ,$243.23 
RBC,3/4/2019,$345.43 ,$392.98 ,$336.09 ,$402.33 
LYD,3/3/2019,$837.46 ,$852.65 ,$794.06 ,$896.05 
ARG,2/28/2019,$267.76 ,$270.06 ,$248.46 ,$289.36 
RBC,3/1/2019,$542.06 ,$590.97 ,$510.13 ,$622.90 
ROG,3/4/2019,$18.95 ,$40.29 ,($12.30),$71.54 
ARG,3/2/2019,$919.91 ,$931.21 ,$917.24 ,$933.88 
BELL,3/3/2019,$658.10 ,$691.62 ,$642.07 ,$707.65 
RBC,3/3/2019,$249.53 ,$272.86 ,$208.22 ,$314.18 
RBC,3/4/2019,$143.77 ,$191.72 ,$129.37 ,$206.12 
MSFT,3/2/2019,$166.29 ,$174.57 ,$127.21 ,$213.65 
ARG,3/2/2019,$883.67 ,$890.47 ,$877.37 ,$896.77 
DC.WT,3/4/2019,$240.21 ,$259.65 ,$235.36 ,$264.50 
GOOG,3/1/2019,$830.27 ,$864.46 ,$819.51 ,$875.22 
MSFT,3/4/2019,$415.99 ,$457.89 ,$376.01 ,$497.86 
RBC,2/28/2019,$271.02 ,$298.90 ,$263.39 ,$306.53 
LYD,3/3/2019,$710.89 ,$740.79 ,$702.85 ,$748.83 
RBC,3/3/2019,$107.29 ,$108.91 ,$102.74 ,$113.46 
MSFT,3/1/2019,$369.17 ,$393.40 ,$325.71 ,$436.86 
RBC,3/3/2019,$287.27 ,$321.89 ,$263.62 ,$345.54 
LYD,3/1/2019,$6.38 ,$44.54 ,($24.77),$75.68 
ARG,3/1/2019,$142.68 ,$155.90 ,$128.39 ,$170.19 
RBC,3/3/2019,$694.50 ,$723.10 ,$686.22 ,$731.37 
ARG,3/4/2019,$728.07 ,$753.83 ,$700.22 ,$781.68 
L.PR.B,2/28/2019,$872.40 ,$879.76 ,$857.35 ,$894.80 
GOOG,3/1/2019,$277.23 ,$306.94 ,$232.76 ,$351.40 
BELL,3/3/2019,$542.67 ,$581.01 ,$534.35 ,$589.33 
MSFT,2/28/2019,$29.89 ,$31.20 ,($14.91),$76.00 
ARG,3/2/2019,$247.56 ,$266.67 ,$208.80 ,$305.43 
DC.WT,3/2/2019,$753.75 ,$774.96 ,$731.15 ,$797.56 
LYD,3/1/2019,$296.67 ,$329.66 ,$249.71 ,$376.62 
L.PR.B,3/1/2019,$92.58 ,$99.55 ,$82.10 ,$110.03 
TSLA,3/4/2019,$473.43 ,$515.19 ,$450.77 ,$537.85 
RBC,3/4/2019,$626.36 ,$674.54 ,$602.61 ,$698.29 
RBC,3/3/2019,$304.99 ,$311.91 ,$260.58 ,$356.33 
TSLA,3/1/2019,$551.33 ,$580.11 ,$529.32 ,$602.11 
LYD,3/1/2019,$684.95 ,$705.99 ,$675.38 ,$715.56 
ARG,3/4/2019,$736.92 ,$747.68 ,$707.45 ,$777.14 
TSLA,3/4/2019,$432.16 ,$451.21 ,$419.42 ,$463.95 
L.PR.B,3/1/2019,$583.91 ,$585.08 ,$565.79 ,$603.20 
TSLA,3/3/2019,$332.96 ,$377.55 ,$289.42 ,$421.09 
ARG,3/2/2019,$807.89 ,$847.81 ,$768.04 ,$887.66 
BELL,3/2/2019,$956.02 ,$974.33 ,$934.05 ,$996.30 
BELL,3/3/2019,$330.05 ,$358.93 ,$317.26 ,$371.72 
L.PR.B,3/1/2019,$693.78 ,$731.53 ,$685.30 ,$740.00 
RBC,3/3/2019,$193.70 ,$214.72 ,$149.77 ,$258.65 
ROG,3/3/2019,$870.48 ,$900.55 ,$866.39 ,$904.64 
GOOG,3/4/2019,$760.74 ,$796.70 ,$752.73 ,$804.71 
TSLA,3/3/2019,$112.23 ,$128.78 ,$89.78 ,$151.24 
TSLA,3/3/2019,$650.03 ,$667.53 ,$611.45 ,$706.11 
RBC,2/28/2019,$75.66 ,$100.13 ,$36.39 ,$139.41 
L.PR.B,3/4/2019,$143.77 ,$165.96 ,$130.00 ,$179.73 
MSFT,3/4/2019,$213.58 ,$234.37 ,$205.11 ,$242.84 
L.PR.B,3/1/2019,$631.94 ,$679.44 ,$615.22 ,$696.15 
BELL,3/2/2019,$366.74 ,$383.21 ,$350.87 ,$399.08 
TSLA,2/28/2019,$211.88 ,$243.76 ,$209.64 ,$246.00 
GOOG,2/28/2019,$384.35 ,$406.86 ,$337.76 ,$453.45 
L.PR.B,3/2/2019,$858.59 ,$877.12 ,$824.88 ,$910.83 
MSFT,3/3/2019,$101.04 ,$101.73 ,$51.09 ,$151.68 
ROG,3/4/2019,$220.33 ,$221.74 ,$191.24 ,$250.83 
ARG,3/4/2019,$13.77 ,$14.80 ,($9.75),$38.32 
LYD,3/1/2019,$480.03 ,$484.77 ,$464.03 ,$500.78 
BELL,3/4/2019,$889.85 ,$916.64 ,$841.23 ,$965.25 
L.PR.B,3/3/2019,$813.64 ,$860.75 ,$787.84 ,$886.55 
MSFT,3/2/2019,$208.58 ,$226.49 ,$200.21 ,$234.87 
LYD,3/1/2019,$992.26 ,"$1,041.61 ",$985.81 ,"$1,048.06 "
ROG,3/2/2019,$52.27 ,$78.96 ,$40.72 ,$90.51 
ARG,3/3/2019,$988.41 ,"$1,022.78 ",$942.84 ,"$1,068.35 "
TSLA,2/28/2019,$707.17 ,$748.06 ,$675.13 ,$780.10 
L.PR.B,3/2/2019,$809.33 ,$833.68 ,$806.44 ,$836.56 
BELL,3/3/2019,$624.33 ,$636.47 ,$606.81 ,$654.00 
L.PR.B,3/3/2019,$582.85 ,$585.49 ,$556.52 ,$611.83 
GOOG,3/4/2019,$670.08 ,$676.91 ,$633.61 ,$713.38 
ARG,3/1/2019,$453.67 ,$488.67 ,$426.35 ,$515.99 
RBC,3/4/2019,$734.02 ,$780.20 ,$724.30 ,$789.92 
ARG,3/1/2019,$577.73 ,$615.27 ,$531.67 ,$661.34 
MSFT,3/1/2019,$717.80 ,$740.23 ,$677.65 ,$780.38 
RBC,3/1/2019,$368.26 ,$394.49 ,$342.31 ,$420.45 
GOOG,3/1/2019,$274.51 ,$322.23 ,$257.83 ,$338.91 
L.PR.B,3/3/2019,$648.60 ,$667.10 ,$634.10 ,$681.61 
ROG,3/2/2019,$179.90 ,$218.44 ,$131.99 ,$266.34 
GOOG,2/28/2019,$113.75 ,$138.50 ,$72.99 ,$179.26 
BELL,3/1/2019,$466.73 ,$488.64 ,$454.11 ,$501.27 
TSLA,2/28/2019,$786.50 ,$789.29 ,$736.65 ,$839.14 
ROG,3/4/2019,$170.86 ,$218.10 ,$162.78 ,$226.17 
MSFT,3/2/2019,$368.43 ,$386.47 ,$358.66 ,$396.24 
L.PR.B,3/1/2019,$647.08 ,$663.89 ,$617.84 ,$693.13 
DC.WT,3/3/2019,$856.04 ,$891.78 ,$810.20 ,$937.62 
RBC,3/4/2019,$505.89 ,$534.47 ,$467.37 ,$572.98 
TSLA,2/28/2019,$170.22 ,$202.99 ,$122.68 ,$250.53 
GOOG,3/4/2019,$605.97 ,$634.64 ,$595.30 ,$645.31 
L.PR.B,3/3/2019,$720.06 ,$766.58 ,$701.39 ,$785.25 
RBC,3/1/2019,$724.97 ,$738.61 ,$701.51 ,$762.07 
BELL,3/1/2019,$929.29 ,$935.97 ,$903.41 ,$961.84 
ROG,3/1/2019,$141.18 ,$171.07 ,$97.06 ,$215.19 
L.PR.B,3/3/2019,$204.17 ,$226.53 ,$166.73 ,$263.98 
MSFT,3/2/2019,$895.39 ,$917.00 ,$874.78 ,$937.62 
TSLA,3/1/2019,$889.60 ,$919.97 ,$869.83 ,$939.74 
LYD,3/3/2019,$978.57 ,"$1,022.09 ",$972.44 ,"$1,028.22 "
TSLA,3/1/2019,$140.97 ,$146.73 ,$128.81 ,$158.88 
GOOG,2/28/2019,$342.26 ,$360.65 ,$336.15 ,$366.76 
MSFT,3/1/2019,$671.85 ,$689.46 ,$640.41 ,$720.89 
BELL,3/3/2019,$438.31 ,$473.06 ,$401.38 ,$509.98 
ARG,2/28/2019,$217.67 ,$245.61 ,$187.36 ,$275.91 
L.PR.B,2/28/2019,$271.37 ,$287.86 ,$227.19 ,$332.04 
ROG,2/28/2019,$366.62 ,$391.52 ,$326.69 ,$431.46 
LYD,3/2/2019,$522.12 ,$545.00 ,$487.27 ,$579.85 
L.PR.B,3/4/2019,$223.57 ,$245.02 ,$176.83 ,$291.76 
ROG,3/2/2019,$409.14 ,$434.47 ,$374.57 ,$469.03 
GOOG,3/3/2019,$896.05 ,$920.91 ,$868.91 ,$948.06 
TSLA,2/28/2019,$801.39 ,$826.29 ,$782.58 ,$845.11 
LYD,3/4/2019,$885.78 ,$908.89 ,$869.50 ,$925.16 
LYD,3/4/2019,$821.19 ,$861.68 ,$783.08 ,$899.79 
RBC,3/1/2019,$512.67 ,$517.52 ,$485.79 ,$544.41 
ROG,3/1/2019,$671.70 ,$711.58 ,$662.77 ,$720.51 
DC.WT,3/3/2019,$780.55 ,$824.68 ,$748.26 ,$856.97 
L.PR.B,3/3/2019,$338.35 ,$352.19 ,$313.13 ,$377.41 
BELL,2/28/2019,$411.79 ,$440.71 ,$366.38 ,$486.12 
L.PR.B,2/28/2019,$63.63 ,$64.50 ,$34.50 ,$93.63 
RBC,3/3/2019,$727.76 ,$748.49 ,$705.76 ,$770.48 
TSLA,3/3/2019,$117.99 ,$134.36 ,$90.68 ,$161.68 
GOOG,3/1/2019,$743.94 ,$766.55 ,$694.56 ,$815.93 
TSLA,3/3/2019,$119.51 ,$136.51 ,$109.37 ,$146.66 
RBC,3/1/2019,$296.69 ,$314.41 ,$272.96 ,$338.14 
GOOG,3/3/2019,$518.03 ,$535.25 ,$511.56 ,$541.72 
BELL,3/3/2019,$600.04 ,$647.66 ,$576.60 ,$671.11 
ARG,3/4/2019,$628.15 ,$672.55 ,$589.03 ,$711.67 
DC.WT,2/28/2019,$855.94 ,$890.09 ,$843.26 ,$902.78 
TSLA,3/1/2019,$920.10 ,$933.06 ,$896.67 ,$956.49 
MSFT,3/3/2019,$84.19 ,$90.35 ,$36.77 ,$137.77 
MSFT,3/3/2019,$461.63 ,$474.53 ,$433.36 ,$502.80 
ROG,3/1/2019,$468.13 ,$478.69 ,$456.76 ,$490.05 
RBC,3/2/2019,$45.68 ,$92.59 ,($1.20),$139.46 
GOOG,3/3/2019,$394.75 ,$412.79 ,$371.09 ,$436.45 
L.PR.B,2/28/2019,$657.25 ,$668.49 ,$631.15 ,$694.59 
ARG,2/28/2019,$366.20 ,$410.63 ,$340.79 ,$436.04 
LYD,3/3/2019,$261.50 ,$298.89 ,$222.83 ,$337.56 
ARG,3/1/2019,$655.96 ,$685.59 ,$617.53 ,$724.02 
L.PR.B,3/4/2019,$728.92 ,$773.56 ,$684.41 ,$818.07 
GOOG,3/1/2019,$459.49 ,$463.55 ,$432.06 ,$490.98 
MSFT,3/3/2019,$283.57 ,$311.90 ,$242.87 ,$352.60 
TSLA,2/28/2019,$465.53 ,$500.82 ,$441.25 ,$525.10 
RBC,3/4/2019,$272.56 ,$287.89 ,$249.54 ,$310.91 
ROG,3/1/2019,$189.23 ,$193.15 ,$140.80 ,$241.57 
BELL,3/3/2019,$136.57 ,$185.89 ,$132.89 ,$189.57 
RBC,3/1/2019,$764.99 ,$814.01 ,$718.33 ,$860.67 
GOOG,3/2/2019,$25.82 ,$61.48 ,$11.11 ,$76.19 
L.PR.B,3/1/2019,$536.63 ,$552.59 ,$491.23 ,$597.99 
BELL,3/3/2019,$710.44 ,$726.38 ,$698.25 ,$738.57 
DC.WT,2/28/2019,$203.56 ,$250.93 ,$189.72 ,$264.77 
ARG,3/3/2019,$422.44 ,$456.82 ,$408.72 ,$470.54 
DC.WT,3/3/2019,$128.38 ,$174.04 ,$112.11 ,$190.30 
MSFT,3/3/2019,$549.85 ,$577.15 ,$515.88 ,$611.12 
L.PR.B,3/3/2019,$534.30 ,$574.79 ,$505.89 ,$603.20 
GOOG,3/1/2019,$548.17 ,$555.90 ,$501.24 ,$602.82 
GOOG,3/2/2019,$743.00 ,$759.45 ,$704.37 ,$798.09 
ARG,3/4/2019,$88.77 ,$131.64 ,$57.40 ,$163.01 
DC.WT,2/28/2019,$796.59 ,$833.60 ,$765.17 ,$865.02 
ROG,3/2/2019,$107.43 ,$133.76 ,$94.39 ,$146.80 
MSFT,3/2/2019,$825.64 ,$826.51 ,$803.50 ,$848.65 
TSLA,3/3/2019,$280.30 ,$324.81 ,$239.50 ,$365.60 
L.PR.B,3/3/2019,$754.92 ,$773.80 ,$730.15 ,$798.58 
RBC,3/1/2019,$445.83 ,$460.47 ,$406.72 ,$499.59 
RBC,3/2/2019,$602.52 ,$615.97 ,$600.99 ,$617.50 
GOOG,3/2/2019,$65.12 ,$106.28 ,$30.05 ,$141.36 
GOOG,3/3/2019,$53.25 ,$85.34 ,$25.50 ,$113.09 
RBC,3/2/2019,$310.16 ,$317.48 ,$289.43 ,$338.20 
LYD,3/3/2019,$561.43 ,$583.05 ,$536.56 ,$607.92 
MSFT,3/2/2019,$968.66 ,$991.55 ,$930.90 ,"$1,029.31 "
ARG,3/3/2019,$933.60 ,$980.58 ,$920.48 ,$993.69 
MSFT,3/1/2019,$839.74 ,$884.46 ,$809.58 ,$914.62 
DC.WT,3/1/2019,$665.82 ,$674.33 ,$621.23 ,$718.91 
MSFT,2/28/2019,$644.14 ,$681.22 ,$640.04 ,$685.32 
RBC,2/28/2019,$351.75 ,$360.71 ,$337.35 ,$375.11 
RBC,3/2/2019,$756.60 ,$805.61 ,$747.48 ,$814.72 
LYD,3/1/2019,$627.23 ,$640.65 ,$617.12 ,$650.76 
GOOG,3/4/2019,$35.83 ,$70.29 ,$0.73 ,$105.38 
DC.WT,3/3/2019,$431.89 ,$464.16 ,$424.82 ,$471.23 
RBC,3/2/2019,$671.70 ,$698.49 ,$669.70 ,$700.49 
RBC,3/3/2019,$567.12 ,$606.53 ,$529.24 ,$644.41 
ARG,3/4/2019,$988.52 ,"$1,030.79 ",$987.46 ,"$1,031.86 "
ARG,3/1/2019,$173.15 ,$175.07 ,$130.33 ,$217.89 
ROG,3/2/2019,$569.61 ,$579.25 ,$551.88 ,$596.98 
L.PR.B,3/2/2019,$837.05 ,$854.91 ,$813.98 ,$877.99 
GOOG,3/2/2019,$345.39 ,$355.23 ,$299.58 ,$401.04 
